都道府県,都道府県コード,市区町村,市区町村コード,緯度,経度,イベント,発生件数,リンク
静岡県,22,焼津市,212,34.80983599,138.289838,急ブレーキ,1,"https://www.google.com/maps?q=34.80983599,138.289838"
静岡県,22,焼津市,212,34.825338,138.319164,急ブレーキ,1,"https://www.google.com/maps?q=34.825338,138.319164"
静岡県,22,焼津市,212,34.831017,138.325226,急ブレーキ,1,"https://www.google.com/maps?q=34.831017,138.32522599"
静岡県,22,焼津市,212,34.857436,138.325525,急ブレーキ,1,"https://www.google.com/maps?q=34.857436,138.325525"
静岡県,22,焼津市,212,34.88311,138.321181,急ブレーキ,1,"https://www.google.com/maps?q=34.88311,138.321181"
静岡県,22,焼津市,212,34.86809499,138.316485,急ブレーキ,1,"https://www.google.com/maps?q=34.86809499,138.316485"
静岡県,22,焼津市,212,34.85167899,138.325053,急ブレーキ,7,"https://www.google.com/maps?q=34.85167899,138.325053"
静岡県,22,焼津市,212,34.84655,138.299812,急ブレーキ,1,"https://www.google.com/maps?q=34.84655,138.299812"
静岡県,22,焼津市,212,34.883146,138.313312,急ブレーキ,1,"https://www.google.com/maps?q=34.883146,138.313312"
静岡県,22,焼津市,212,34.873287,138.315354,急ブレーキ,2,"https://www.google.com/maps?q=34.873287,138.315354"
静岡県,22,焼津市,212,34.782643,138.298656,急ブレーキ,1,"https://www.google.com/maps?q=34.782643,138.298656"
静岡県,22,焼津市,212,34.858548,138.31412,急ブレーキ,1,"https://www.google.com/maps?q=34.858548,138.31412"
静岡県,22,焼津市,212,34.853265,138.283866,急ブレーキ,1,"https://www.google.com/maps?q=34.853265,138.28386599"
静岡県,22,焼津市,212,34.795584,138.300406,急ブレーキ,1,"https://www.google.com/maps?q=34.795584,138.300406"
静岡県,22,焼津市,212,34.844674,138.287308,急ブレーキ,1,"https://www.google.com/maps?q=34.844674,138.287308"
静岡県,22,焼津市,212,34.812036,138.314122,急ブレーキ,1,"https://www.google.com/maps?q=34.812036,138.314122"
静岡県,22,焼津市,212,34.833106,138.306556,急ブレーキ,1,"https://www.google.com/maps?q=34.833106,138.306556"
静岡県,22,焼津市,212,34.881026,138.304869,急ブレーキ,1,"https://www.google.com/maps?q=34.881026,138.304869"
静岡県,22,焼津市,212,34.860039,138.310772,急ブレーキ,1,"https://www.google.com/maps?q=34.860039,138.31077199"
静岡県,22,焼津市,212,34.803742,138.300944,急ブレーキ,1,"https://www.google.com/maps?q=34.803742,138.30094399"
